CELIO DE AZEVEDO;27;PSDC;-;0;
ELÍSIO LOPES GONÇALVES;50;PSOL;-;0;
JOSE WILSON SIQUEIRA CAMPOS;45;PSDB;UNIÃO DO TOCANTINS;0;
LEOMAR DE MELO QUINTANILHA;65;PCdoB;MUDANÇA PRA VALER;0;
MARCELO DE CARVALHO MIRANDA;15;PMDB;ALIANÇA DA VITÓRIA;0;
BRANCOS;0;
NULOS;1;
