GENI MACEDO DOS REIS;43566;PV;UNIÃO E TRABALHO;0;
GEZIANI APARECIDA CALISBINO;45666;PSDB;UNIÃO E TRABALHO;0;
GILBERTO ALVES ARRUDA;14444;PTB;UNIÃO DEMOCRÁTICA DO TOCANTINS - UDT;0;
GILBERTO MACIEL FONSECA;22122;PL;UNIÃO PELO TOCANTINS;0;
GILMAR ALVES CASTRO;13131;PT;MUDANÇA PRA VALER;0;
GILNEI DA SILVA SOUZA;26123;PAN;FRENTE ALTERNATIVA FATO NOVO;0;
GILVAN DE SOUZA LINO;17017;PSL;FATO;0;
GILVANE ALVES DA SILVA;40444;PSB;UNIÃO DEMOCRÁTICA DO TOCANTINS - UDT;0;
GLEICIELI DE PAULA DIAS;45871;PSDB;UNIÃO E TRABALHO;0;
GUARACY BATISTA DA SILVEIRA;14657;PTB;UNIÃO DEMOCRÁTICA DO TOCANTINS - UDT;0;
GUARACY BATISTA DA SILVEIRA JUNIOR;20700;PSC;UNIÃO DEMOCRÁTICA DO TOCANTINS - UDT;0;
HADUL DE CARVALHO BUCAR ALENCAR;28028;PRTB;FATO;0;
HÉLCIO SANTANA SAMPAIO;12345;PDT;FRENTE ALTERNATIVA FATO NOVO;0;
HENRIQUE ALVES REZENDE CARVALHO;19789;PTN;FRENTE ALTERNATIVA FATO NOVO;0;
HERMINIO NUNES BERNARDES;15678;PMDB;-;0;
HILTON FARIA DA SILVA;13111;PT;MUDANÇA PRA VALER;0;
IDERVAL JOAO DA SILVA;15153;PMDB;-;0;
ILDA LUCINDA DOS SANTOS;43105;PV;UNIÃO E TRABALHO;0;
IRENE DUARTE DE VASCONCELOS;40789;PSBUNIÃO D
IRENILDE PEREIRA PACHECO;
IRENILDE PEREIRA PACHECO;0;
IRIS BATISTA NUNES;25500;PFL;-;0;
ISAMAR MORAIS RIBEIRO;11123;PP;UNIÃO PELO TOCANTINS;0;
ISMAEL FREIRE CAVALCANTE;20000;PSC;UNIÃO DEMOCRÁTICA DO TOCANTINS - UDT;0;
ISMAR TAVARES DA SILVA;45700;PSDB;UNIÃO E TRABALHO;0;
ISSAM SAADO;22233;PL;UNIÃO PELO TOCANTINS;0;
ITAERSON SILVA SOUSA;45600;PSDB;UNIÃO E TRABALHO;0;
IVETE MARIA CARNEIRO DE SOUZA;45200;PSDB;UNIÃO E TRABALHO;0;
IZAIAS DE FREITAS GOMES;31407;PHS;FATO;0;
IZAÍAS RODRIGUES RIBEIRO;36333;PTC;FRENTE ALTERNATIVA FATO NOVO;0;
IZIDORIO CORREIA DE OLIVEIRA;45145;PSDB;UNIÃO E TRABALHO;0;
JAIR DE ALCANTARA PANIAGO;45333;PSDB;UNIÃO E TRABALHO;0;
JAIRO MUNIZ DE AMORIM;25700;PFL;-;0;
JALBAS AIRES MANDUCA;13555;PT;MUDANÇA PRA VALER;0;
JANIVALDO MARQUES SOARES;28289;PRTB;FATO;0;
JAYME SEBASTIÃO MARTINS LOURENÇO;40123;PSB;UNIÃO DEMOCRÁTICA DO TOCANTINS - UDT;0;
JEANY BARBOSA AGUIAR;65153;PC do B;MUDANÇA PRA VALER;0;
JEOVANE FELIX BORGES;56123;PRONA;FRENTE ALTERNATIVA FATO NOVO;0;
JOAO BATISTA DE ARAUJO NETO;15789;PMDB;-;0;
JOAO CARDOSO DA SILVA;23122;PPS;-;0;
JOÃO CLAUDIO SANTOS OLIVEIRA;31603;PHS;FATO;0;
JOÃO DIAS DE MORAES;28414;PRTB;FATO;0;
JOÃO FALCÃO DE SOUZA;26220;PAN;FRENTE ALTERNATIVA FATO NOVO;0;
JOÃO FRANCISCO NOGUEIRA DE CARVALHO;45500;PSDB;UNIÃO E TRABALHO;0;
JOAQUIM JOSÉ MARIANO;19113;PTN;FRENTE ALTERNATIVA FATO NOVO;0;
JOAQUIM LUIZ BARBOSA GOMES;56700;PRONA;FRENTE ALTERNATIVA FATO NOVO;0;
JOAQUIM RODRIGUES FERREIRA;22345;PL;UNIÃO PELO TOCANTINS;0;
JORGE JULIO ALVES DOS SANTOS;43444;PV;UNIÃO E TRABALHO;0;
JOSÉ ANACLETO JULIÃO;22220;PL;UNIÃO PELO TOCANTINS;0;
JOSÉ CARDOSO;13456;PT;MUDANÇA PRA VALER;0;
JOSÉ CARLOS PEREIRA DA SILVA;45123;PSDB;UNIÃO E TRABALHO;0;
JOSÉ CARLOS RIBEIRO DA SILVA;13311;PT;MUDANÇA PRA VALER;0;
JOSÉ CORREA DA SILVA;23077;PPS;-;0;
JOSÉ DA LUZ PONTES DOS SANTOS;22223;PL;UNIÃO PELO TOCANTINS;0;
JOSÉ DOS REIS ANTONIO;65444;PC do B;MUDANÇA PRA VALER;0;
JOSE EDIMAR FERREIRA E SENA;22444;PL;UNIÃO PELO TOCANTINS;0;
JOSE EDUARDO PEREIRA GONÇALVES;22556;PL;UNIÃO PELO TOCANTINS;0;
JOSE EUDES TORRES GOMES;26026;PAN;FRENTE ALTERNATIVA FATO NOVO;0;
JOSE EVERALDO LOPES BARROS;45222;PSDB;UNIÃO E TRABALHO;0;
JOSÉ FERREIRA PINTO;23033;PPS;-;0;
JOSÉ GERALDO COELHO SALSIDES;28357;PRTB;FATO;0;
JOSE GERALDO DE MELO OLIVEIRA;14000;PTB;UNIÃO DEMOCRÁTICA DO TOCANTINS - UDT;0;
JOSE HAROLDO NUNES AZEVEDO;28122;PRTB;FATO;0;
JOSÉ HUMBERTO GOMES BARBOSA;65222;PC do B;MUDANÇA PRA VALER;0;
JOSE LEONIS DE SOUZA;65000;PC do B;MUDANÇA PRA VALER;0;
JOSÉ MACHADO FILHO;12333;PDT;FRENTE ALTERNATIVA FATO NOVO;0;
JOSE MARCELINO VIANNA;22123;PL;UNIÃO PELO TOCANTINS;0;
JOSÉ MARIA DOURADO ROSENO;23369;PPS;-;0;
JOSE NOGUEIRA DE SOUZA;17000;PSL;FATO;0;
JOSE OZIRES CARNEIRO MOREIRA;43200;PV;UNIÃO E TRABALHO;0;
JOSÉ PIERRE ARMOND;13321;PT;MUDANÇA PRA VALER;0;
JOSE RENARD DE MELO PEREIRA;15555;PMDB;-;0;
JOSE RONILDO DA SILVA MESSIAS;70000;PT do B;UNIÃO DEMOCRÁTICA DO TOCANTINS - UDT;0;
JOSE ROSA DE SOUSA;28588;PRTB;FATO;0;
JOSÉ RUBENS MAZZARO;43456;PV;UNIÃO E TRABALHO;0;
JOSE SOARES DELMONE NETO;15335;PMDB;-;0;
JOSÉ TURÍBIO DOS SANTOS;50551;PSOL;-;0;
JOSÉ VIANA PÓVOA CAMELO;20222;PSC;UNIÃO DEMOCRÁTICA DO TOCANTINS - UDT;0;
JOSE WELINTON DE SOUSA OLIVEIRA;65147;PC do B;MUDANÇA PRA VALER;0;
JOSEFA COUTINHO DA SILVA;17700;PSL;FATO;0;
JOSELI ANGELO AGNOLIN;25400;PFL;-;0;
JOSIAS DOS SANTOS SANTANA;17002;PSL;FATO;0;
JOSINIANE BRAGA NUNES;15123;PMDB;-;0;
JOSUÉ DA SILVA LUZ;45999;PSDB;UNIÃO E TRABALHO;0;
JUAREZ SALES DA CRUZ;22334;PL;UNIÃO PELO TOCANTINS;0;
JUCELINO RODRIGUES DE JESUS;22222;PL;UNIÃO PELO TOCANTINS;0;
JUDA TADEU TIMOTE DOS SANTOS;26100;PAN;FRENTE ALTERNATIVA FATO NOVO;0;
JUDITH DA SILVA MARINHO;19025;PTN;FRENTE ALTERNATIVA FATO NOVO;0;
JULITA ROCHA LOUZEIRA SANTOS;17333;PSL;FATO;0;
JULMIR SERGIO ZIEMNICZAK;20002;PSC;UNIÃO DEMOCRÁTICA DO TOCANTINS - UDT;0;
JURANDI DOURADO DA ROCHA;70450;PT do B;UNIÃO DEMOCRÁTICA DO TOCANTINS - UDT;0;
KAIRO BERNARDO DE SOUSA;12112;PDT;FRENTE ALTERNATIVA FATO NOVO;0;
KÁTIA CRISTINA CUSTÓDIO FERREIRA BRITO;13444;PT;MUDANÇA PRA VALER;0;
LAURA ELICE DE SOUZA FERREIRA;65013;PC do B;MUDANÇA PRA VALER;0;
LEÔNIDAS FERREIRA SANTOS;20620;PSC;UNIÃO DEMOCRÁTICA DO TOCANTINS - UDT;0;
LIDIA RODRIGUES SILVA COSTA;22208;PL;UNIÃO PELO TOCANTINS;0;
LINDALVA PEREIRA ASSUNÇÃO;25777;PFL;-;0;
LUANA MATILDE RIBEIRO LIMA GAYER;22022;PL;UNIÃO PELO TOCANTINS;0;
LUIS CARLOS EVANGELISTA MOREIRA;23321;PPS;-;0;
LUIS CHAVES DO VALE;28190;PRTB;FATO;0;
LUIZ ANTONIO CORREIA DAS NEVES;13800;PT;MUDANÇA PRA VALER;0;
LUIZ CARLOS GONÇALVES BARBOSA;26000;PAN;FRENTE ALTERNATIVA FATO NOVO;0;
LUIZ CARLOS LOPES DA SILVA;44144;PRP;FRENTE ALTERNATIVA FATO NOVO;0;
LUIZ CARLOS SILVA MANGUEIRA;26200;PAN;FRENTE ALTERNATIVA FATO NOVO;0;
LUIZ COELHO DE OLIVEIRA;15601;PMDB;-;0;
LUTERO CÉSAR DA FONSECA;23700;PPS;-;0;
LUZIA VIEIRA DA SILVA;45900;PSDB;UNIÃO E TRABALHO;0;
MANOEL ANTUNES DOS SANTOS;13888;PT;MUDANÇA PRA VALER;0;
MANOEL ARAGÃO DA SILVA;23870;PPS;-;0;
MANOEL DE JESUS GOMES AGUIAR;70444;PT do B;UNIÃO DEMOCRÁTICA DO TOCANTINS - UDT;0;
MANOEL MESSIAS DA SILVA;45777;PSDB;UNIÃO E TRABALHO;0;
MANOEL QUEIROZ DOS SANTOS;13400;PT;MUDANÇA PRA VALER;0;
